YMD,Location,ID,DayorNight,Temperature,Humidity,T_Difference,H_Difference,Tw,Tw_Difference
2022-08-22,2,746,N,21.175,97.59166667,-0.588666666,1.399333333,20.88209429,-0.412047143
2022-08-22,2,1076,D,28.02333334,67.15208333,-1.258333333,3.535833333,23.3224976,-0.602868256
2022-08-22,2,1076,N,22.92,87.14833333,-0.331666667,2.436666667,21.2726572,-0.002817847
2022-08-22,2,1708,D,26.45194444,76.06694445,-2.480833334,7.966944446,23.15285071,-1.129558194
2022-08-22,2,1708,N,21.447,94.39033333,-0.087666667,0.307333333,20.74700818,-0.048785216
2022-08-22,2,1723,D,27.91458334,67.62,-0.697083334,-0.045,23.28413469,-0.655951434
2022-08-22,2,1723,N,22.63333333,87.62666667,-0.04,-1.861666667,21.05457522,-0.281755898
2022-08-22,2,1946,D,27.90455555,67.85466667,-0.646777778,5.273555556,23.31220929,0.218619452
2022-08-22,2,1946,N,22.65666667,85.79333333,-0.148333333,-0.103333333,20.83828715,-0.158133194
2022-08-22,3,66,D,26.24361111,75.125,-2.145,6.991944444,22.81593242,-0.988713029
2022-08-22,3,66,N,21.43266667,92.85266667,-0.473,-2.071333333,20.53112182,-0.736187688
2022-08-22,3,333,D,26.845,70.23222222,-1.606111111,1.1925,22.68397477,-1.314885228
2022-08-22,3,333,N,21.681,92.177,0.135,-2.427,20.69352007,-0.174342192
2022-08-22,3,335,D,26.03555556,72.71361111,-2.946388889,7.397222222,22.28376952,-1.621628546
2022-08-22,3,335,N,21.201,87.27733333,-0.208,-5.679,19.59037773,-0.929936432
2022-08-22,3,380,D,26.385,74.80888889,-2.00361111,6.675833333,22.90484902,-0.899796427
2022-08-22,3,380,N,21.50466667,93.48566667,-0.400999999,-1.438333333,20.68065109,-0.586658424
2022-08-22,3,407,D,27.0675,69.06916667,-1.098333334,2.56,22.72509663,-0.628852813
2022-08-22,3,407,N,22.395,86.77666667,-0.318333333,-1.241666667,20.71087199,-0.473150039
2022-08-22,3,515,D,26.175,77.00166667,-1.404722222,6.181111112,23.01021426,-0.442879786
2022-08-22,3,515,N,21.19433333,95.467,-0.871,4.271666666,20.62683122,-0.326480883
2022-08-22,3,600,D,25.79166667,80.39958334,-2.33625,8.708333333,23.13075868,-0.961113737
2022-08-22,3,600,N,22.64666667,90.28333333,-0.306666667,3.055,21.41355197,0.097799627
2022-08-22,3,746,D,23.99944445,94.47777778,-2.936666667,9.667777778,23.30202376,-1.565137295
2022-08-22,3,746,N,21.088,97.61433333,-0.675666667,1.422,20.8000937,-0.49404773
2022-08-22,3,1076,D,27.60458333,68.096875,-1.677083333,4.480625,23.07837938,-0.846986476
2022-08-22,3,1076,N,22.80166667,86.59,-0.45,1.878333333,21.08388829,-0.191586752
2022-08-22,3,1708,D,26.29277778,74.10611111,-2.64,6.006111111,22.71529748,-1.567111424
2022-08-22,3,1708,N,20.99666667,97.31433333,-0.538,3.231333333,20.66255404,-0.133239356
2022-08-22,3,1723,D,27.8625,66.45416667,-0.749166667,-1.210833333,23.05421561,-0.885870516
2022-08-22,3,1723,N,22.605,85.22,-0.068333333,-4.268333333,20.71313112,-0.623199999
2022-08-22,3,1946,D,27.78944444,69.26222222,-0.761888889,6.681111111,23.41960491,0.326015075
2022-08-22,3,1946,N,22.79666667,87.945,-0.008333333,2.048333333,21.25613204,0.259711696
2022-08-23,1,407,D,22.09633333,99.98733333,-0.384,5.846333334,22.11968783,0.377860807
2022-08-23,1,407,N,21.17466667,98.10333333,-0.586333333,4.821,20.95120241,0.027770293
2022-08-23,1,515,D,22.11166667,97.80083333,-0.115833334,4.6775,21.84272311,0.491954083
2022-08-23,1,515,N,21.52966667,93.69066667,-0.599333333,3.669,20.74163861,-0.123951061
2022-08-23,1,600,D,23.32,92.72194444,-0.446111111,2.086666667,22.37695796,-0.157674809
2022-08-23,1,600,N,21.769,93.42566667,-0.222,1.353666667,20.95044068,-0.046014271
2022-08-23,1,746,D,22.75527778,96.13666667,0.250277778,0.234722222,22.25925338,0.270324685
2022-08-23,1,746,N,21.301,96.055,-0.551666667,2.841666667,20.81770914,-0.18451828
2022-08-23,1,1708,D,22.15194445,95.96138889,-0.974166667,4.449444445,21.64110311,-0.364027601
2022-08-23,1,1708,N,21.50133333,94.64433333,-0.342666667,3.457,20.83639111,0.101863078
2022-08-23,1,1946,D,23.27777778,94.65527778,0.663888889,-2.030833333,22.58555815,0.382729738
2022-08-23,1,1946,N,21.585,92.68066667,-0.396666667,1.643,20.67186688,-0.183131254
2022-08-23,2,66,D,22.50472222,95.24527778,-0.024444444,-1.102777778,21.89724962,-0.170490343
2022-08-23,2,66,N,22.30333334,88.83366667,-0.169,-1.947666667,20.88106086,-0.416969409
2022-08-23,2,333,D,22.14972222,96.10888889,-0.23,-0.258055556,21.66259734,-0.262292034
2022-08-23,2,333,N,22.02766667,92.22366666,-0.030666667,2.316666667,21.0472581,0.269742396
2022-08-23,2,335,D,21.81166667,97.81861111,-0.743888889,4.741666667,21.54913666,-0.1204754
2022-08-23,2,335,N,22.06533333,90.183,0.002333334,2.488333333,20.81867338,0.32143281
2022-08-23,2,380,D,22.59055556,89.13666667,-1.293333334,-3.559444443,21.2056329,-1.736894007
2022-08-23,2,380,N,22.6775,84.13416667,-0.274583333,-4.947500001,20.64114675,-0.915374882
2022-08-23,2,407,D,22.28305556,96.82833334,-0.6025,4.643055556,21.89005772,0.009437873
2022-08-23,2,407,N,21.59533333,94.65,-0.165666667,1.367666667,20.93202378,0.008591665
2022-08-23,2,515,D,21.88055556,96.17861111,-0.346944445,3.055277778,21.40443792,0.053668891
2022-08-23,2,515,N,21.66733333,92.71433333,-0.461666667,2.692666667,20.75340782,-0.112181852
2022-08-23,2,600,D,21.83388889,97.74722223,-1.932222222,7.111944445,21.56352113,-0.971111636
2022-08-23,2,600,N,21.97266667,90.348,-0.018333333,-1.724,20.75695995,-0.239495001
2022-08-23,2,746,D,21.81555556,97.7,-0.689444445,1.798055556,21.53570605,-0.453222646
2022-08-23,2,746,N,21.72866667,93.89033333,-0.124,0.677,20.96588725,-0.036340167
2022-08-23,2,1076,D,22.34472222,95.08333333,-0.956111111,5.095277778,21.72331445,-0.27200717
2022-08-23,2,1076,N,22.007,92.27733333,-0.339333333,2.582,21.03548635,-0.002399898
2022-08-23,2,1708,D,20.98458333,99.55041667,-0.707916667,2.8475,20.94470496,-0.344220693
2022-08-23,2,1708,N,22.01533333,92.14666667,0.171333333,0.959333333,21.02646349,0.291935456
2022-08-23,2,1723,D,22.04638889,97.48555556,-0.2225,-0.886666667,21.73931317,-0.339318795
2022-08-23,2,1723,N,21.66866667,94.28466667,-0.092,-1.668,20.95734389,-0.306484695
2022-08-23,2,1946,D,22.36583333,92.45305556,-0.248055556,-4.233055556,21.40486432,-0.797964091
2022-08-23,2,1946,N,21.74533333,90.829,-0.236333333,-0.208666667,20.59506045,-0.259937682
2022-08-23,3,66,D,21.49111111,97.17055556,-1.038055556,0.8225,21.14621157,-0.921528395
2022-08-23,3,66,N,22.17533333,88.39366666,-0.297,-2.387666667,20.69740531,-0.60062496
2022-08-23,3,333,D,21.85611111,95.09,-0.523611111,-1.276944444,21.24182958,-0.683059792
2022-08-23,3,333,N,22.209,88.86666667,0.150666667,-1.040333333,20.79233388,0.014818174
2022-08-23,3,335,D,21.00861111,95.01972222,-1.546944445,1.942777778,20.39712865,-1.272483402
2022-08-23,3,335,N,21.962,81.10433333,-0.101,-6.590333333,19.54168055,-0.955560019
2022-08-23,3,380,D,21.52111111,97.39722222,-1.008055556,1.049166667,21.20565198,-0.862087984
2022-08-23,3,380,N,22.376,88.33566667,-0.096333332,-2.445666667,20.88629494,-0.411735329
2022-08-23,3,407,D,22.02611111,97.2725,-0.859444445,5.087222222,21.69414006,-0.186479797
2022-08-23,3,407,N,21.416,93.32066666,-0.345,0.038333333,20.58345508,-0.339977037
2022-08-23,3,515,D,21.006,99.26666667,-0.771666667,4.279333333,20.93069837,-0.221522389
2022-08-23,3,515,N,22.065,90.00133333,-0.064,-0.020333333,20.79529183,-0.070297843
2022-08-23,3,600,D,21.38041667,99.95833333,-1.3575,4.97625,21.39502329,-0.713855875
2022-08-23,3,600,N,21.75266667,94.67833333,-0.238333333,2.606333333,21.09437983,0.097924887
2022-08-23,3,746,D,21.10083333,99.88972222,-1.404166667,3.987777778,21.10458675,-0.88434195
2022-08-23,3,746,N,21.552,95.75066667,-0.300666667,2.537333333,21.02906337,0.02683595
2022-08-23,3,1076,D,21.03916667,99.82708333,-1.275,5.811666667,21.0346454,-0.529336981
2022-08-23,3,1076,N,22.245,90.64416667,-0.42,2.091666667,21.06423214,-0.141970306
2022-08-23,3,1708,D,20.63333333,99.08416667,-1.059166667,2.38125,20.53304837,-0.755877293
2022-08-23,3,1708,N,21.70666667,91.56333334,-0.137333333,0.376,20.64514201,-0.089386029
2022-08-23,3,1723,D,21.24777778,99.39805556,-1.021111111,1.025833333,21.19011711,-0.888514853
2022-08-23,3,1723,N,21.625,92.21266667,-0.135666667,-3.74,20.64854921,-0.615279383
2022-08-23,3,1946,D,22.0725,97.83805556,-0.541388889,1.151944445,21.81437954,-0.38844887
2022-08-23,3,1946,N,21.93933333,92.52233333,-0.042333333,1.484666667,21.00386759,0.148869447
2022-08-24,1,407,D,29.59916667,73.88916667,1.152916667,8.039999999,25.78268861,2.313203696
2022-08-24,1,407,N,19.76833333,95.47533333,-1.35,4.053666667,19.18456585,-0.806246767
2022-08-24,1,515,D,29.21361111,67.96777778,2.3575,-3.4975,24.49811887,1.662018751
2022-08-24,1,515,N,20.33833333,94.11133333,-0.841,3.186333333,19.5668049,-0.421229166
2022-08-24,1,600,D,27.57361111,70.03527778,-0.220277778,1.200277778,23.29076605,-0.035418326
2022-08-24,1,600,N,20.01966667,94.82,-1.070666667,3.952,19.36472584,-0.557655662
2022-08-24,1,746,D,27.42055556,71.0925,-0.344166667,-0.7125,23.3137428,-0.396946314
2022-08-24,1,746,N,20.39333333,94.86566667,-0.653333333,1.269666667,19.72332768,-0.470410788
2022-08-24,1,1708,D,27.39888889,71.31527778,-0.206388889,3.341111111,23.35451743,0.326888347
2022-08-24,1,1708,N,20.381,94.70433333,-0.413666667,2.246,19.69297164,-0.106244542
2022-08-24,1,1946,D,28.12444444,67.35861111,0.070277778,4.715,23.39717883,0.770772455
2022-08-24,1,1946,N,20.26166667,92.998,-1.072333333,5.056666667,19.36746796,-0.395638363
2022-08-24,2,66,D,26.30416667,77.38833333,-1.255555556,3.444166667,23.16557883,-0.719663305
2022-08-24,2,66,N,20.61,93.84933333,0.121666666,-0.974666667,19.81370127,-0.000395771
2022-08-24,2,333,D,26.47722222,79.81722222,-0.988888889,4.626111111,23.69741098,-0.250321784
2022-08-24,2,333,N,20.375,95.23066667,-0.366,1.509,19.76087241,-0.150225971
2022-08-24,2,335,D,26.39277778,77.8875,-1.518055556,8.251111111,23.33509378,-0.208827474
2022-08-24,2,335,N,20.72133333,94.036,-0.278333333,3.384333333,19.93820399,0.163366074
2022-08-24,2,380,D,25.49222222,77.45888889,-2.067499999,3.514722222,22.4211148,-1.464127332
2022-08-24,2,380,N,23.98,68.18666667,0.41333333,-5.933333333,19.73705445,-0.42561053
2022-08-24,2,407,D,26.27722222,73.99777778,-2.328611111,8.482777778,22.67647129,-0.901385183
2022-08-24,2,407,N,20.68133333,94.25533333,-0.437,2.833666667,19.9218341,-0.068978517
2022-08-24,2,515,D,26.03944445,85.57444445,0.495,8.433888888,24.10345057,1.672073509
2022-08-24,2,515,N,19.735,100,-0.536666667,3.268333334,19.74332009,-0.132579745
2022-08-24,2,600,D,26.65916667,70.165,-1.134722222,1.33,22.45524986,-0.87093452
2022-08-24,2,600,N,21.05333333,89.959,-0.037,-0.909,19.77673773,-0.145643775
2022-08-24,2,746,D,26.52944444,72.13694445,-1.235277778,0.331944445,22.63219232,-1.078496796
2022-08-24,2,746,N,20.63366667,94.21466667,-0.413,0.618666667,19.86948528,-0.324253184
2022-08-24,2,1076,D,26.69527778,73.58027778,-1.279444444,4.504722222,23.00381082,-0.519583091
2022-08-24,2,1076,N,20.61033333,94.295,-0.767333333,4.352333333,19.86216765,-0.199578687
2022-08-24,2,1708,D,25.75722223,76.97888889,-1.848055556,9.004722222,22.60606391,-0.421565174
2022-08-24,2,1708,N,20.845,94.59866667,0.050333333,2.140333333,20.14680195,0.347585769
2022-08-24,2,1723,D,27.46708333,69.64708333,-0.168333333,-4.428333334,23.11980265,-0.794684875
2022-08-24,2,1723,N,20.80866667,94.07933333,-0.281,-0.285,20.02225789,-0.319427437
2022-08-24,2,1946,D,26.72944445,71.08361111,-1.324722222,8.44,22.67438739,0.047981017
2022-08-24,2,1946,N,20.59433334,90.01233333,-0.739666667,2.071,19.32099358,-0.442112747
2022-08-24,3,66,D,25.255,81.38777778,-2.304722222,7.44361111,22.73367729,-1.151564835
2022-08-24,3,66,N,20.73566667,93.127,0.247333333,-1.697,19.84473143,0.030634385
2022-08-24,3,333,D,25.6725,76.37972222,-1.793611111,1.188611111,22.44916831,-1.498564444
2022-08-24,3,333,N,20.82833333,92.75466666,0.087333333,-0.967,19.8842953,-0.026803078
2022-08-24,3,335,D,23.55166667,86.00777778,-2.797222222,10.05277778,21.72929089,-1.309642286
2022-08-24,3,335,N,20.758,89.84966667,-0.241666667,-0.802,19.4529711,-0.321866814
2022-08-24,3,380,D,25.00555556,84.06083333,-2.554166666,10.11666667,22.86384924,-1.021392887
2022-08-24,3,380,N,20.76,93.42066667,0.271666668,-1.403333333,19.90399791,0.089900872
2022-08-24,3,407,D,27.53833333,68.69722222,-2.132222222,7.728333332,23.09711021,-0.756449835
2022-08-24,3,407,N,20.59666667,93.755,-0.521666666,2.333333333,19.77081753,-0.219995086
2022-08-24,3,515,D,27.30083333,72.255,-1.2875,8.400000002,23.40619936,0.072435555
2022-08-24,3,515,N,20.992,93.69666667,-0.187333333,2.771666667,20.15484699,0.166812926
2022-08-24,3,600,D,26.27555556,78.44055556,-1.518333334,9.605555556,23.29525411,-0.03093027
2022-08-24,3,600,N,20.499,95.076,-0.591333333,4.208,19.87585275,-0.046528756
2022-08-24,3,746,D,26.02833333,81.28416667,-1.736388889,9.479166666,23.44207487,-0.26861424
2022-08-24,3,746,N,20.71066667,94.75466667,-0.336,1.158666667,20.02251362,-0.171224851
2022-08-24,3,1076,D,27.74777778,70.70583333,-1.725555556,7.379722223,23.58165547,-0.468531065
2022-08-24,3,1076,N,20.47733333,94.491,-0.900333333,4.548333333,19.75405306,-0.30769328
2022-08-24,3,1708,D,26.01266667,73.23133333,-2.007,7.157333334,22.31237784,-0.822862504
2022-08-24,3,1708,N,20.61,92.38766667,-0.184666667,-0.070666666,19.6183989,-0.180817282
2022-08-24,3,1723,D,26.26138889,79.60194444,-1.010277778,2.196944445,23.42976579,-0.640199444
2022-08-24,3,1723,N,20.656,94.12666667,-0.433666667,-0.237666667,19.88483506,-0.456850272
2022-08-24,3,1946,D,26.75333333,71.90633333,-1.402,9.872,22.81271121,0.194063199
2022-08-24,3,1946,N,21.08933333,90.756,-0.244666666,2.814666667,19.90305855,0.139952222
2022-08-25,1,380,D,24.86666667,48.18166666,-0.365555553,0.193888886,17.6000537,-0.280533733
2022-08-25,1,407,D,26.20388889,50.48055556,2.295555556,-2.498888889,19.08674032,1.622716418
2022-08-25,1,407,N,20.98966667,72.10233333,-0.632333333,4.93,17.47436593,0.06177891
2022-08-25,1,515,D,24.10722222,54.79,0.972777778,-1.334722222,17.91502902,0.678429543
2022-08-25,1,515,N,20.86066667,68.523,-0.640666667,0.944,16.89891702,-0.459774231
2022-08-25,1,600,D,24.24388889,55.6425,-1.280833333,2.175833333,18.14743206,-0.803314381
2022-08-25,1,600,N,21.119,71.881,-0.446333334,1.493,17.57321925,-0.216194688
2022-08-25,1,746,D,24.65722222,58.24694444,0.685833333,4.668055556,18.90639584,1.291675585
2022-08-25,1,746,N,20.66233333,71.20733333,-0.716666667,5.425666667,17.05717252,0.042442066
2022-08-25,1,1708,D,24.18361111,54.95416667,-1.560555556,5.925277778,18.02519216,-0.431520764
2022-08-25,1,1708,N,20.77566667,71.16166667,-0.268333333,4.112,17.15697033,0.282472396
